Stn,Datum,Tg,qTg,Tn,qTn,Tx,qTx
16,89,23,98,86,41,19,67
76,34,5,58,16,76,42,80
59,93,8,12,91,25,26,63
66,42,84,56,80,32,43,15
68,35,53,78,95,87,74,96
43,55,39,43,0,4,82,82
87,87,47,34,93,91,73,70
6,47,89,78,82,92,4,84
40,19,42,21,10,69,26,64
8,29,41,86,1,48,38,17
78,69,69,19,19,5,47,82
59,81,99,88,75,6,49,47
27,39,73,53,100,16,30,39
61,92,91,97,45,64,1,50
20,76,25,56,74,62,47,81
55,57,57,38,50,64,73,86
50,67,93,5,55,21,10,91
94,56,83,42,4,47,89,47
81,96,31,49,74,97,13,59
37,17,79,94,35,63,67,70
95,47,39,87,52,58,77,5
71,62,42,76,22,49,67,95
66,80,83,28,12,56,0,82
19,56,17,82,8,29,41,15
17,7,23,76,26,91,18,15
59,38,49,44,28,9,37,49
52,57,55,54,5,88,70,61
42,33,70,90,44,60,92,8
67,6,13,100,3,78,88,56
50,86,16,23,91,55,7,46
9,32,13,74,27,86,66,16
66,99,41,16,18,14,97,57
82,81,11,31,11,22,38,72
48,94,88,23,6,53,0,55
28,19,31,21,80,87,85,77
41,29,24,9,34,91,61,17
20,84,78,43,98,77,96,35
89,40,67,69,33,82,39,48
61,57,0,82,64,66,70,16
33,8,50,42,98,59,72,45
87,8,56,4,38,34,82,93
77,22,13,59,43,25,63,89
37,19,61,41,48,61,80,38
69,99,6,71,9,14,76,46
67,82,34,89,45,44,92,34
43,75,34,6,32,82,82,4
31,44,50,34,55,10,80,72
58,82,11,38,17,15,80,30
69,43,4,50,76,12,36,1
25,93,49,6,19,92,27,80
52,43,76,59,57,93,26,20
38,22,39,72,1,91,35,68
27,22,49,87,2,88,10,26
90,18,3,70,24,93,97,84
32,93,34,96,63,10,69,31
5,27,67,10,27,65,40,13
63,58,60,46,87,14,41,34
73,99,31,54,77,52,98,69
24,98,22,16,38,91,78,43
46,44,18,57,93,67,44,68
85,86,24,34,19,1,58,38
0,54,97,42,65,81,44,22
29,78,83,1,61,99,50,64
98,54,38,37,88,48,13,18
90,42,83,27,34,8,77,10
95,34,77,0,57,88,45,45
84,60,67,60,93,53,68,81
78,73,84,6,100,28,24,51
81,6,11,76,22,24,54,56
42,51,36,44,91,64,43,95
57,81,11,11,24,50,88,14
7,97,51,0,47,46,79,8
78,25,2,68,83,46,33,94
10,45,71,28,40,81,52,3
64,0,43,14,35,89,34,79
78,23,95,19,41,9,56,96
21,41,30,2,31,83,49,99
36,10,10,43,96,42,51,6
99,93,73,83,99,66,49,64
79,71,96,21,41,60,56,68
48,6,86,68,4,95,85,85
95,65,47,60,77,62,100,25
72,83,91,71,7,90,39,62
15,84,31,77,88,5,51,4
98,34,60,14,3,35,67,24
90,38,68,48,78,78,70,12
88,17,95,0,61,100,44,42
44,9,83,30,20,43,44,82
4,13,92,4,65,44,16,19
35,40,75,45,0,4,55,58
33,23,24,22,70,48,73,78
28,58,51,76,53,66,64,77
61,62,70,81,37,70,94,93
90,1,33,34,70,72,6,89
49,80,34,77,20,0,13,72
68,60,45,62,100,17,84,21
6,29,46,23,97,90,93,4
93,92,78,54,82,34,94,97
72,55,44,56,48,70,79,22
10,62,43,12,18,89,21,46
29,37,96,83,55,67,38,4
78,76,16,70,18,44,54,38
26,84,95,59,1,94,24,96
33,14,82,65,11,82,93,35
76,57,37,10,56,90,98,49
43,18,6,58,18,88,56,11
26,52,96,31,71,62,23,92
26,89,20,83,48,78,0,53
67,75,41,3,27,34,13,90
44,39,46,55,26,88,79,42
61,65,96,4,21,83,17,94
62,30,79,13,20,48,51,36
43,49,60,66,51,0,5,34
92,75,60,45,91,21,69,9
64,69,68,1,25,3,83,81
83,16,93,56,21,48,14,48
61,22,20,27,5,21,72,62
22,29,1,26,41,48,17,62
32,75,82,54,72,58,27,14
3,41,13,78,28,6,26,25
77,93,32,53,33,61,22,75
91,53,72,70,8,8,90,17
57,60,22,48,38,27,63,93
45,43,56,37,12,83,65,42
88,61,63,95,34,67,18,51
51,99,91,47,41,85,73,53
48,79,42,48,71,16,68,14
29,48,51,77,72,55,81,83
31,46,54,19,88,76,100,32
69,1,5,36,85,44,70,23
23,21,67,56,59,26,87,47
51,78,92,98,34,55,57,76
23,38,35,62,8,27,33,52
68,58,88,16,12,46,58,0
41,15,79,88,58,5,16,99
69,94,28,80,41,42,86,38
32,31,45,64,93,27,64,15
77,84,18,14,49,68,32,14
30,80,78,30,52,11,27,68
96,34,41,11,62,83,10,87
12,4,2,51,21,90,19,63
43,65,59,89,8,62,28,52
57,99,31,41,47,23,22,0
34,26,69,45,25,92,69,83
64,5,60,82,52,74,4,9
24,52,10,16,75,14,67,62
53,35,78,13,36,85,51,47
53,22,19,68,87,17,45,75
15,32,51,33,84,80,4,34
64,74,59,32,42,2,34,26
21,19,75,41,15,96,64,6
1,87,91,7,30,75,50,54
49,84,49,76,10,78,47,72
32,3,75,23,2,23,75,27
88,16,1,82,48,2,49,77
97,17,67,21,58,6,30,79
82,3,70,80,97,44,25,64
60,55,83,48,65,21,6,29
16,14,75,1,90,77,34,55
69,95,59,32,34,26,39,18
40,16,86,38,75,25,98,36
72,93,30,28,80,5,7,93
99,73,77,82,56,1,79,100
25,73,45,7,50,31,69,11
53,10,38,85,8,4,59,46
7,13,2,29,43,89,15,56
48,77,74,63,20,22,80,41
62,24,56,60,3,86,89,4
20,96,64,66,64,38,95,12
32,97,50,85,44,2,64,22
66,8,80,25,5,86,19,71
70,48,50,45,70,46,38,99
32,27,49,7,46,96,10,62
37,49,34,44,35,39,58,69
61,58,65,74,7,50,16,73
85,46,2,12,71,78,10,3
38,19,77,26,58,65,71,62
32,6,43,43,30,93,82,31
90,95,32,35,96,12,68,98
29,1,38,49,47,68,73,36
8,45,30,4,23,11,35,14
23,44,76,70,38,29,73,80
93,1,13,30,95,18,88,15
60,2,82,34,25,97,41,92
43,17,58,58,64,22,24,26
80,24,75,11,98,58,98,36
54,74,50,69,52,88,21,29
67,39,19,51,45,5,5,66
87,49,22,10,14,4,70,13
86,16,81,14,93,95,44,47
15,80,68,93,41,42,47,19
49,19,30,60,4,92,100,94
66,13,67,22,25,44,27,23
77,4,93,44,41,53,61,22
100,16,72,63,84,6,97,83
21,17,43,25,98,13,55,51
78,68,42,97,66,2,10,66
83,41,25,46,38,64,19,4
61,16,53,10,55,88,75,5
44,47,77,11,62,48,86,91
50,69,53,43,100,31,28,70
95,81,62,4,31,38,49,52
5,31,72,68,61,17,60,10
70,75,83,8,53,21,96,27
97,8,49,12,42,98,71,70
1,54,5,79,47,50,56,21
63,72,77,62,99,91,89,57
67,80,51,47,78,14,38,98
80,32,43,89,21,54,46,61
81,9,12,16,16,76,30,81
52,68,94,83,94,29,16,9
42,36,26,60,46,6,67,79
96,90,42,51,88,59,75,87
82,100,79,57,85,25,42,92
42,68,83,63,44,75,79,25
87,90,91,3,90,20,34,27
30,56,95,76,34,27,19,54
21,4,91,0,11,6,91,40
73,42,38,12,33,86,31,77
61,6,93,82,27,47,64,18
90,7,69,4,37,95,97,33
92,17,0,83,24,74,64,66
47,59,27,72,38,26,95,22
65,88,40,94,8,78,1,94
22,23,38,52,70,55,15,30
43,33,40,69,46,41,76,44
64,91,90,10,22,80,27,32
24,68,24,42,18,91,84,89
62,35,9,42,67,88,21,16
15,14,45,7,72,98,34,44
40,33,75,82,17,30,75,75
10,43,26,19,32,66,74,59
33,45,84,68,95,52,56,7
72,79,1,20,48,83,70,89
20,59,76,82,32,24,6,84
79,10,88,47,54,61,18,75
38,82,77,89,17,56,37,89
93,37,89,91,59,28,67,94
97,36,52,67,71,14,73,35
95,7,77,88,66,57,71,21
57,12,33,8,56,37,5,88
15,59,3,94,14,20,9,40
14,19,39,74,4,16,43,4
99,74,36,59,46,19,2,56
61,10,97,40,75,53,31,35
83,99,27,47,99,10,3,52
31,54,12,90,90,44,69,65
71,94,66,88,73,83,34,40
44,42,47,48,47,38,12,87
14,65,77,78,63,36,59,13
43,82,45,21,11,54,61,57
57,43,63,39,11,62,52,44
29,6,35,53,8,56,35,70
45,10,87,51,96,13,99,80
94,20,81,15,5,0,52,71
28,93,53,26,31,57,40,22
34,58,39,88,53,74,79,0
7,66,56,87,78,84,80,12
1,19,87,88,96,45,37,22
32,84,20,57,64,87,92,12
47,18,39,16,37,71,86,58
14,93,72,36,0,37,87,20
1,16,51,55,4,32,11,83
7,22,82,21,87,95,31,82
12,1,34,65,21,18,28,16
87,10,65,6,76,34,50,17
17,100,27,38,52,69,76,63
53,66,2,17,72,100,5,41
37,75,35,39,20,98,25,42
65,32,71,39,53,28,54,7
61,70,14,15,82,35,42,2
54,61,10,59,4,29,63,70
16,95,43,15,91,88,63,17
70,51,13,67,6,96,81,81
41,1,49,11,10,35,80,92
30,29,51,98,17,77,63,70
66,78,60,9,15,45,24,11
61,25,70,72,27,2,27,49
38,18,77,22,50,88,32,31
83,35,23,75,53,88,93,69
57,48,42,76,73,57,68,100
61,45,63,86,36,77,86,52
18,94,89,13,42,92,78,81
32,76,63,32,56,26,21,55
0,49,16,99,53,60,48,87
33,92,99,71,14,85,91,19
90,17,19,86,24,74,29,72
35,0,5,87,35,84,75,7
38,74,47,18,46,49,29,77
51,75,15,27,17,21,8,99
13,43,74,59,54,21,51,96
24,15,99,35,39,88,61,82
3,41,95,82,83,3,27,62
90,52,1,83,98,59,15,77
22,33,62,19,28,9,65,90
73,27,69,15,67,63,23,74
27,36,16,34,14,13,18,29
23,80,78,85,29,29,43,18
3,87,76,5,31,34,40,26
15,99,77,36,86,69,65,86
72,22,91,1,22,6,70,7
66,88,57,61,67,66,84,55
12,97,57,91,69,86,71,19
42,32,21,89,10,57,71,12
27,75,24,31,5,61,2,19
57,73,37,81,41,13,20,82
48,84,92,55,46,50,61,19
3,56,84,21,58,71,69,18
73,75,5,97,60,30,75,69
37,28,47,42,68,97,33,84
68,34,83,98,29,35,77,7
52,56,62,4,0,100,32,39
72,89,74,2,87,98,94,59
24,12,35,57,70,67,10,30
13,87,61,1,48,93,55,28
28,28,31,94,81,22,73,24
29,80,4,62,12,97,27,24
7,79,10,7,77,16,8,55
62,7,13,63,93,15,88,27
20,74,56,56,88,60,1,41
59,85,100,65,37,74,30,47
29,99,26,39,60,59,62,17
38,59,20,26,26,51,17,76
85,99,13,89,50,8,96,58
15,16,6,37,45,77,26,84
43,2,82,0,29,91,7,41
55,87,51,99,40,36,35,22
14,63,67,4,65,78,2,49
64,38,21,92,88,35,87,75
8,80,34,100,94,67,51,5
10,23,10,27,28,20,13,38
58,70,63,80,80,29,11,71
13,75,16,95,0,4,41,3
36,92,17,0,35,53,79,11
97,74,88,77,33,47,85,14
72,83,32,92,94,34,54,6
78,15,28,29,31,34,76,99
23,3,49,16,89,59,9,54
82,12,58,70,13,34,8,62
16,10,13,98,94,67,88,32
20,57,58,66,1,45,54,49
61,68,61,82,32,4,16,0
33,39,63,30,67,41,51,59
65,66,51,0,77,25,51,71
80,20,15,28,31,92,58,44
12,75,7,52,65,45,3,16
92,89,12,48,22,95,87,16
93,25,37,18,14,98,74,8
53,73,55,29,60,77,57,85
83,33,92,39,19,58,71,15
33,23,15,54,70,36,24,21
21,89,18,40,58,63,18,94
96,5,69,56,10,87,87,90
87,82,22,20,91,36,46,67
59,75,64,92,32,11,85,64
46,20,2,65,29,32,79,64
41,25,42,19,32,45,39,40
11,54,78,78,14,26,78,85
42,69,63,17,73,70,8,57
33,55,49,84,49,47,1,20
78,60,34,36,61,77,71,29
78,28,18,47,41,8,50,12
52,33,37,29,60,31,94,24
49,33,24,36,21,75,72,89
69,33,40,39,35,47,65,22
98,99,84,9,29,18,92,63
27,13,89,75,95,93,71,38
71,71,34,78,26,24,75,65
81,72,86,52,40,33,27,30
12,4,46,90,81,71,38,78
2,91,49,16,86,62,27,43
81,27,44,39,86,50,93,14
53,70,33,68,17,100,69,95
13,29,89,54,13,97,39,74
54,86,7,59,53,76,7,44
90,45,21,44,98,57,74,15
81,70,89,80,0,17,11,89
24,16,80,31,25,91,55,100
32,34,85,79,56,78,65,83
9,74,56,41,57,13,96,76
42,55,47,18,93,59,55,27
69,94,63,0,19,87,75,41
88,64,100,22,19,88,77,87
74,19,58,41,83,23,28,3
25,70,76,34,82,100,14,86
28,68,48,34,93,71,49,41
63,95,30,92,54,50,90,83
25,85,7,46,85,64,98,15
46,59,1,8,39,42,66,61
15,41,6,64,33,16,8,75
81,91,28,49,0,85,6,5
53,91,20,57,42,43,24,98
31,92,18,47,27,61,94,96
62,50,26,85,8,49,90,73
36,77,72,26,26,0,43,87
19,15,42,38,47,72,43,55
19,70,93,38,5,44,35,59
42,10,51,80,90,58,69,57
72,81,60,21,88,55,85,15
68,55,24,93,100,45,49,4
56,31,0,13,41,83,39,99
12,21,7,47,39,85,7,18
0,81,83,83,91,95,31,92
14,16,91,23,97,65,37,9
20,34,59,19,47,40,100,24
68,81,1,39,5,22,20,91
59,44,60,65,80,74,68,95
64,5,36,98,6,0,31,18
19,63,16,0,94,87,24,18
69,26,43,38,92,81,1,41
45,73,70,100,15,51,55,91
6,21,18,41,82,51,21,97
29,27,53,36,24,39,41,99
95,90,73,13,53,76,9,95
18,53,19,43,25,70,0,79
68,76,67,10,43,95,82,45
19,64,9,44,62,39,14,95
57,84,12,33,47,62,30,51
93,17,4,73,62,9,4,87
23,70,91,23,3,88,26,77
99,20,7,37,18,46,87,5
21,29,62,54,35,38,12,10
72,91,8,95,26,26,96,89
22,57,94,68,69,100,47,42
100,93,82,82,76,28,78,4
52,24,18,47,65,79,82,59
62,32,10,24,16,22,18,15
8,63,54,61,82,46,44,90
22,63,12,60,9,11,57,71
12,74,65,40,38,8,41,37
2,18,5,62,70,7,85,99
16,89,92,40,51,88,85,30
1,65,34,31,50,57,37,9
88,63,66,8,49,96,4,71
14,58,61,19,3,72,22,43
75,84,13,68,17,52,60,71
81,74,87,53,30,4,79,54
44,26,60,46,81,18,50,5
74,15,93,68,99,55,80,33
94,33,88,43,8,3,46,17
62,12,100,26,36,85,100,8
31,75,21,71,66,69,38,2
62,5,65,75,72,70,4,91
53,71,80,76,99,42,11,54
18,0,77,10,78,51,48,79
82,51,48,32,62,51,18,94
9,53,12,41,70,55,38,45
10,2,24,64,90,40,73,97
10,24,67,28,55,61,3,69
38,83,35,93,48,10,39,42
90,97,48,37,92,78,16,37
4,43,35,81,45,28,76,50
25,72,97,11,6,38,26,42
63,44,96,77,56,41,18,94
15,67,62,15,34,84,8,36
11,33,40,3,99,16,41,73
35,60,86,82,53,2,43,97
84,3,100,24,14,14,67,59
34,21,64,20,72,38,71,97
67,24,42,26,79,16,57,57
36,12,94,79,13,50,23,21
62,12,84,45,84,30,34,35
94,10,76,57,18,63,32,92
2,85,100,11,20,21,3,59
77,93,26,77,89,52,33,24
8,75,64,68,31,2,26,36
47,59,78,2,33,9,90,51
20,37,97,64,97,74,42,69
90,22,50,34,40,22,40,87
65,23,14,9,90,26,46,43
6,21,11,30,61,5,25,25
87,93,15,33,26,24,48,83
96,52,87,2,14,27,70,98
96,84,95,79,17,29,52,4
83,14,43,22,31,70,61,66
56,86,72,62,91,68,43,77
27,36,6,28,75,79,39,79
64,77,78,47,10,69,78,92
25,49,84,44,85,2,80,89
3,71,71,100,74,14,87,50
39,74,64,9,1,42,19,28
59,99,4,10,2,56,34,64
48,95,30,77,63,73,86,71
98,27,45,85,89,41,8,69
94,89,91,4,48,16,73,60
68,1,27,89,18,52,60,33
26,31,32,76,95,70,17,62
60,75,51,85,10,71,66,37
84,41,66,32,71,97,63,45
84,32,80,9,0,75,51,92
28,3,5,46,8,90,52,21
38,42,65,19,85,24,78,55
9,16,43,75,1,9,31,49
36,4,33,35,22,74,50,96
54,26,62,59,21,66,25,60
10,0,39,10,75,48,79,85
44,88,1,63,45,58,32,54
84,0,0,81,16,26,88,17
94,6,1,43,34,61,51,67
51,95,47,48,92,98,76,72
90,56,54,56,26,85,93,21
93,52,6,25,76,40,61,93
56,18,100,89,82,62,47,51
64,37,70,58,46,45,82,92
76,17,62,93,19,29,70,36
26,15,51,50,77,93,97,69
18,43,61,64,18,0,15,45
61,45,54,10,96,54,71,40
20,2,33,11,28,61,75,86
1,85,9,57,6,48,72,23
25,44,54,31,39,11,25,100
2,88,57,64,26,73,3,23
56,1,84,96,69,17,54,85
21,27,41,61,2,78,47,46
41,70,34,58,23,72,12,9
65,13,17,5,68,34,91,25
45,80,61,15,68,32,20,12
23,36,49,7,37,44,9,37
61,36,51,73,93,38,100,73
76,67,54,37,39,54,42,51
28,88,54,97,54,42,79,77
74,96,63,25,1,62,2,62
13,9,77,33,22,10,36,35
39,81,84,63,7,71,0,82
46,73,36,63,14,25,34,72
45,55,13,79,82,0,11,75
41,79,36,50,19,95,55,15
45,1,58,23,93,15,88,88
19,100,62,52,100,66,40,85
25,81,89,18,4,22,98,89
100,97,18,25,59,22,58,66
75,51,55,52,98,93,67,35
44,35,99,61,38,17,71,43
26,9,78,100,85,59,39,39
39,82,28,3,82,19,18,69
73,25,99,73,59,93,25,37
98,65,47,82,77,53,56,65
34,92,31,68,18,54,80,17
73,20,86,58,2,35,66,55
66,3,67,96,70,92,33,12
40,12,63,19,64,49,30,87
53,37,11,11,8,93,56,97
84,97,83,7,10,10,98,60
23,90,16,42,50,48,80,98
83,99,56,49,7,18,70,69
8,80,85,75,5,29,26,40
61,88,76,60,23,95,30,22
90,72,60,18,71,9,37,37
50,66,82,46,48,16,1,50
20,12,49,36,1,57,67,36
73,65,87,49,68,2,0,96
54,14,62,86,48,52,11,97
99,24,51,21,59,69,97,4
13,61,53,26,76,69,48,45
60,47,22,11,20,84,98,68
18,13,37,50,0,28,50,39
96,7,13,96,1,95,10,83
30,55,0,15,19,68,50,80
44,67,18,96,78,20,22,88
0,67,92,13,39,29,63,18
59,13,66,8,89,73,62,97
65,77,78,13,88,26,4,94
78,60,85,62,78,79,76,96
95,37,13,93,52,47,21,10
39,64,25,6,96,10,5,0
46,100,40,36,4,75,51,59
46,2,16,19,36,53,75,66
50,35,31,41,99,16,72,44
100,14,97,15,52,48,93,4
57,27,25,75,54,26,11,84
51,60,20,31,9,88,75,25
20,3,52,62,6,37,81,71
2,5,30,37,65,83,45,22
79,42,86,95,56,93,83,64
43,35,76,54,0,84,73,9
29,26,52,33,97,28,23,34
61,22,75,81,5,82,91,81
32,44,43,7,53,32,54,75
68,89,22,91,81,27,90,33
49,92,75,58,42,0,24,6
8,2,86,91,71,58,94,85
64,30,84,65,89,21,68,27
19,22,33,5,38,86,83,39
81,35,99,22,72,52,34,16
35,86,41,41,4,1,37,77
53,66,100,63,71,88,12,14
72,35,56,17,57,31,74,45
89,5,66,6,87,11,53,64
34,94,69,55,12,86,6,37
27,93,25,34,20,40,41,73
83,32,69,87,67,85,97,58
25,83,13,87,3,90,80,78
23,50,53,40,49,39,92,35
84,70,59,47,43,85,32,59
0,29,88,34,86,3,17,50
74,2,96,8,6,42,96,50
19,60,33,68,73,79,58,34
16,68,6,50,72,11,52,68
31,71,41,82,66,82,41,67
95,20,83,28,42,27,97,28
35,37,85,23,79,58,30,5
47,93,97,53,94,50,99,95
5,57,64,50,41,21,79,77
33,66,71,21,27,36,26,81
65,16,7,14,4,92,24,42
41,50,3,84,73,85,97,20
82,88,95,7,80,3,16,31
2,22,87,81,92,91,79,41
19,31,28,75,11,53,71,49
88,14,28,69,38,75,100,84
91,99,72,44,25,26,72,8
48,93,84,67,84,60,38,41
22,70,20,35,10,35,55,8
0,67,97,1,25,51,26,30
21,76,67,88,17,28,59,10
12,71,29,14,25,17,7,18
8,0,51,64,15,39,12,31
36,41,57,8,41,36,56,45
60,36,84,2,67,22,27,21
40,85,84,58,38,11,100,97
27,23,57,53,10,1,85,18
30,14,89,21,80,29,91,62
37,54,0,42,30,11,3,12
62,93,57,89,53,56,11,50
88,90,79,58,43,94,32,33
3,22,46,99,95,8,29,57
24,0,71,91,92,70,98,44
76,63,43,91,45,19,31,60
16,71,40,35,23,79,27,39
5,83,24,88,87,29,52,56
27,43,85,25,58,32,65,67
72,52,46,97,52,65,14,40
38,27,49,65,43,5,40,99
9,9,51,33,86,64,93,18
67,84,8,78,43,89,41,4
85,79,28,47,7,14,7,64
45,30,13,87,26,9,6,12
25,94,95,34,97,71,46,88
86,86,15,40,12,52,68,36
2,55,99,83,70,21,12,7
76,57,49,4,46,0,17,65
66,85,13,54,72,66,57,48
43,91,33,75,50,30,48,48
52,89,48,23,45,70,26,46
24,55,88,22,62,76,100,86
0,5,39,95,18,61,76,1
20,90,24,77,18,54,93,24
12,49,13,79,94,28,34,21
91,24,94,29,62,13,80,61
89,37,62,51,72,13,70,61
9,70,7,56,95,88,39,72
55,35,50,30,75,70,34,81
98,28,28,88,25,28,64,34
25,29,94,66,72,64,78,17
92,49,24,71,95,36,67,84
81,29,9,49,65,23,54,64
47,28,67,79,65,68,45,33
55,3,35,89,4,22,22,28
17,19,39,62,5,37,33,100
67,73,20,21,75,64,47,30
87,43,72,3,14,88,54,58
72,80,20,80,58,98,77,81
11,4,53,8,49,83,56,62
48,83,69,21,10,36,24,68
55,81,70,0,27,96,74,63
99,50,15,17,75,44,56,53
20,61,59,52,14,2,77,55
26,98,36,6,52,91,98,1
69,32,4,95,96,80,62,29
69,78,68,19,79,96,4,63
8,18,38,10,22,95,21,47
38,63,57,44,41,41,18,90
20,64,29,60,40,91,48,100
73,22,54,74,51,88,24,78
99,21,73,63,79,87,33,86
23,13,21,4,57,31,35,8
93,70,68,63,4,87,76,96
58,53,86,7,24,77,22,26
35,54,7,19,28,89,94,87
46,45,2,9,56,71,89,5
33,46,47,82,73,76,4,20
70,51,71,38,57,80,24,88
99,50,60,37,38,46,15,78
3,57,17,82,80,83,37,85
59,11,19,67,16,52,91,32
20,86,84,43,64,95,49,1
93,35,69,4,25,75,57,21
6,40,5,38,80,90,3,59
58,61,35,85,19,54,46,1
94,9,76,81,24,28,17,75
55,0,87,57,15,90,28,87
22,49,36,41,46,33,16,12
36,77,66,26,25,54,76,88
54,22,48,97,9,19,87,24
25,99,77,25,68,28,21,5
70,76,46,18,41,62,95,100
86,42,27,94,95,15,33,28
11,74,90,53,47,55,93,65
63,100,25,83,5,12,33,16
82,6,95,47,49,17,69,70
62,13,21,53,80,39,85,53
65,78,57,80,74,79,75,15
0,36,85,86,30,26,61,45
12,63,53,44,61,23,57,83
20,30,53,77,12,48,82,9
18,84,17,10,86,74,80,29
80,71,46,80,8,42,37,14
100,50,77,20,29,0,17,8
100,40,71,72,26,18,71,0
24,39,41,26,80,71,79,29
68,2,2,80,81,17,83,2
16,27,16,82,36,78,10,34
81,91,59,68,91,57,44,70
60,46,11,45,29,5,8,38
7,10,64,99,23,66,1,95
11,18,86,49,7,47,86,9
62,19,66,100,83,45,27,1
24,27,18,46,96,7,94,86
99,46,99,18,81,82,85,84
60,17,64,91,34,91,31,46
54,98,48,35,14,100,92,60
66,37,14,50,78,43,9,4
88,4,48,42,77,79,4,90
58,49,8,4,53,85,100,30
93,13,62,33,6,60,15,19
88,90,52,84,5,91,92,46
93,21,44,64,81,72,37,47
24,51,33,50,82,30,35,59
37,93,56,98,38,28,43,96
43,93,89,2,53,23,57,32
41,33,75,95,72,2,91,90
39,11,63,48,78,57,47,7
45,84,44,51,11,49,4,6
95,52,82,73,70,66,58,41
57,55,91,54,30,45,43,50
47,42,47,21,53,72,59,50
31,51,65,83,88,91,43,53
28,73,86,8,69,30,69,38
72,29,19,15,77,84,13,72
17,43,42,98,17,84,54,57
7,61,67,21,21,4,2,17
80,67,4,31,4,92,73,17
6,77,25,32,28,81,85,93
97,26,74,49,19,92,91,34
63,47,83,20,1,89,48,33
70,33,32,80,57,5,85,84
60,11,77,23,24,32,90,19
62,71,37,46,33,10,96,25
9,92,57,36,25,75,8,23
73,45,97,41,87,41,89,91
92,84,12,75,91,91,84,54
44,15,43,38,89,2,58,32
67,63,34,98,45,100,86,100
52,49,66,89,19,76,80,79
97,21,85,47,81,40,6,59
75,15,31,63,80,92,5,44
82,82,70,48,19,36,13,57
39,22,6,81,51,16,95,88
31,15,92,62,39,1,25,99
99,54,5,84,56,43,38,60
72,88,76,40,46,71,64,92
96,30,44,19,58,55,89,4
71,45,2,18,31,59,13,84
80,55,49,87,21,67,93,32
78,10,44,90,26,37,56,81
22,12,100,66,23,94,15,43
73,33,76,84,70,62,86,40
22,78,85,75,55,74,68,96
93,0,69,79,29,97,74,74
2,35,22,34,22,12,96,78
47,41,87,39,7,55,99,96
65,61,63,39,45,12,75,100
53,95,52,13,3,36,15,46
79,11,4,91,46,70,26,83
93,17,35,45,0,96,92,8
29,30,27,69,4,79,85,36
1,71,40,89,33,63,53,62
53,79,82,13,13,14,12,88
51,59,86,15,59,93,14,64
25,44,80,93,51,23,69,5
33,18,8,91,21,67,17,49
79,76,93,46,48,0,51,63
49,84,45,51,83,45,43,98
40,81,82,74,5,34,98,63
34,18,60,8,21,28,40,57
56,55,63,72,42,64,98,4
72,32,68,34,54,87,58,9
74,80,44,10,81,13,34,85
88,37,61,11,36,47,16,75
12,53,3,44,46,82,88,36
30,69,21,59,60,97,48,59
68,74,47,28,81,78,75,11
85,62,11,27,49,47,42,38
14,64,47,63,26,43,33,96
100,55,99,43,84,99,82,11
19,51,14,66,1,28,94,22
64,56,79,2,98,98,15,19
46,25,27,98,57,96,54,53
26,74,96,27,73,11,92,95
95,36,5,85,50,79,33,58
82,28,0,90,96,26,66,98
84,90,91,71,17,80,38,1
36,18,78,47,67,0,26,78
66,74,76,82,59,48,37,17
91,55,7,67,89,50,82,77
59,87,13,54,47,23,32,90
99,52,73,63,28,48,71,29
23,64,42,4,29,65,23,39
39,52,24,17,3,14,91,72
46,78,43,41,30,89,83,97
1,22,39,53,67,51,20,1
52,63,31,88,34,1,40,13
55,29,96,87,3,97,18,57
92,24,28,93,69,25,54,75
30,70,9,61,46,20,45,59
13,56,42,32,58,86,67,99
11,12,11,32,46,73,71,15
5,94,39,81,89,17,99,20
89,9,58,50,12,72,1,98
24,32,4,42,47,95,64,2
6,70,51,39,34,11,36,77
96,61,81,40,61,5,42,6
81,73,17,86,24,54,39,1
87,33,14,23,87,31,4,49
47,51,96,39,50,1,76,58
12,76,72,85,37,63,70,10
16,57,52,21,88,96,54,35
66,40,58,56,17,16,67,3
19,59,0,59,84,47,41,79
2,21,87,11,2,82,88,89
94,72,65,100,41,66,25,20
17,35,59,62,5,88,19,98
43,23,53,48,38,23,91,97
24,21,51,1,47,58,29,22
72,34,49,26,92,58,32,95
90,65,97,20,78,10,62,3
98,7,23,40,19,80,43,42
10,36,52,16,59,55,56,98
95,1,36,39,90,13,95,98
62,6,15,63,13,41,49,65
93,74,43,90,3,20,43,89
26,93,5,52,41,39,23,88
60,5,62,90,21,61,89,70
64,2,42,2,13,86,9,45
31,0,44,21,25,62,80,74
1,36,13,37,13,42,46,86
91,30,93,75,48,38,62,54
3,12,62,7,10,75,41,97
54,60,40,6,15,1,44,26
59,3,42,34,71,15,95,64
43,99,26,76,60,44,52,14
2,48,80,52,46,92,1,71
58,24,96,97,1,0,25,12
81,75,64,89,60,94,85,0
56,63,12,17,77,72,99,29
3,29,90,97,52,52,73,93
0,53,70,5,97,55,52,42
2,2,86,39,91,80,29,20
18,16,62,30,2,33,29,14
19,7,82,70,10,53,32,88
76,63,37,62,65,48,75,59
24,96,24,25,78,59,25,83
84,37,100,9,60,38,28,37
36,78,45,46,91,7,40,74
74,11,54,9,95,20,87,13
74,0,14,17,60,66,91,44
45,58,60,49,96,65,2,79
28,88,9,27,41,12,82,30
60,11,43,54,26,8,40,74
30,55,79,51,92,62,94,93
73,56,68,36,34,50,63,35
85,13,69,73,17,42,79,69
100,25,12,51,98,78,49,39
